database_x,database_y,description_x,description_y,label
hospital_admission_record-physical_exam,death_record-diagnosis_and_treatment_process,Details of the patient's physical examination.,An exhaustive report on the treatment process leading to the patient's death. This encompasses a comprehensive review of the disease progression/the full scope of treatments attempted/the patient's response to these treatments and any complications or side effects experienced.,0
hospital_admission_record-physical_exam,death_record-recording_physician_s_signature,Details of the patient's physical examination.,The signature of the physician who documented the death record.,0
hospital_admission_record-physical_exam,death_record-patient_hospitalization_id,Details of the patient's physical examination.,The unique ID assigned to the patient’s hospitalization.,0
hospital_admission_record-social_history,admission_records-name,Patient's social and personal history.,Patient's full name.,0
hospital_admission_record-social_history,admission_records-gender,Patient's social and personal history.,Patient's gender.,0
hospital_admission_record-social_history,admission_records-physical_examination,Patient's social and personal history.,Notes from the physical examination of the patient.,0
hospital_admission_record-social_history,admission_records-personal_history,Patient's social and personal history.,Patient's personal history.,1
hospital_admission_record-social_history,admission_records-preliminary_diagnosis,Patient's social and personal history.,Initial diagnosis made upon admission.,0
hospital_admission_record-social_history,admission_records-chief_complaint,Patient's social and personal history.,Main complaint or reason for admission.,0
hospital_admission_record-social_history,admission_records-historian,Patient's social and personal history.,Person providing the medical history.,0
hospital_admission_record-social_history,admission_records-admission_date,Patient's social and personal history.,Date when the patient was admitted.,0
hospital_admission_record-social_history,admission_records-place_of_birth,Patient's social and personal history.,Patient's place of birth.,0
hospital_admission_record-social_history,admission_records-current_address,Patient's social and personal history.,Residential address of the patient.,0
hospital_admission_record-social_history,admission_records-marital_status,Patient's social and personal history.,Patient's marital status.,0
hospital_admission_record-social_history,admission_records-obstetric_history,Patient's social and personal history.,History of pregnancies and childbirth.,0
hospital_admission_record-social_history,admission_records-family_history,Patient's social and personal history.,Medical history of the patient's family.,0
hospital_admission_record-social_history,admission_records-age,Patient's social and personal history.,Patient's age.,0
hospital_admission_record-social_history,admission_records-current_department,Patient's social and personal history.,The specific department or unit where the patient is currently receiving treatment.,0
hospital_admission_record-social_history,admission_records-household_registration_address,Patient's social and personal history.,Registered permanent address.,0
hospital_admission_record-social_history,admission_records-past_medical_history,Patient's social and personal history.,Patient's previous medical history.,0
hospital_admission_record-social_history,admission_records-date,Patient's social and personal history.,General date of record.,0
hospital_admission_record-social_history,admission_records-menstrual_history,Patient's social and personal history.,History of the patient's menstrual cycle.,0
hospital_admission_record-social_history,admission_records-ethnicity,Patient's social and personal history.,Patient's ethnic background.,0
hospital_admission_record-social_history,admission_records-parents_name,Patient's social and personal history.,Name of the patient's biological or adoptive parent (if applicable).,0
hospital_admission_record-social_history,admission_records-present_illness_history,Patient's social and personal history.,History of the present illness.,0
hospital_admission_record-social_history,admission_records-phone_number,Patient's social and personal history.,Patient's contact phone number.,0
hospital_admission_record-social_history,admission_records-occupation,Patient's social and personal history.,Patient's occupation.,0
hospital_admission_record-social_history,admission_records-drug_and_food_allergy_history,Patient's social and personal history.,History of allergies to drugs and food.,0
hospital_admission_record-social_history,admission_records-auxiliary_examination,Patient's social and personal history.,Notes from additional examinations and tests.,0
hospital_admission_record-social_history,normal_discharge_records-case_number,Patient's social and personal history.,Unique identifier for the patient's case.,0
